baseline,baseline,baseline,baseline,baseline,baseline,baseline,baseline,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval10,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,setInterval200,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_jerk_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,adaptive_accel_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,iterative_error_10,
0,0.0584048,7.204,58.7933,1549.16,1418.58,204.873,100,1,0.0349778,5.152,21.4726,141.613,1404.1,168.693,10.125,0,0.163676,7.204,29.8632,57.8363,1418.65,193.409,0.625,0,0.152862,7.204,28.8201,61.1837,1401.84,162.308,1.19789,0,0.151033,7.204,29.5543,58.7842,1414.65,180.034,1.16432,0,0.0863544,7.204,34.0399,203.485,1414.74,197.647,2.97027,
1,0.0349365,5.032,36.7695,1376.3,1413.18,192.322,100,0,0.0599231,7.204,35.3988,170.519,1415.04,199.621,10.125,0,0.10941,7.204,29.2836,52.0272,1406.32,184.586,0.625,0,0.0566198,7.204,30.9789,65.8121,1406.37,179.376,1.16848,0,0.232645,7.204,28.9899,59.1664,1406.04,163.888,1.2516,1,0.0348609,2.408,10.711,126.123,1411.21,183.654,1.72391,
1,0.0349754,5.384,44.4978,1501.47,1412.88,175.752,100,0,0.158497,7.204,31.7627,193.6,1415.32,177.149,10.125,1,0.0348936,1.712,6.87453,52.6785,1419.57,169.128,0.625,1,0.0348993,3.508,13.7987,67.6259,1414.92,165.775,1.17663,1,0.0349729,2.332,11.9774,72.2813,1395.71,174.015,1.37391,0,0.0736557,7.204,33.3459,283.551,1409.88,184.701,4.5243,
0,0.0609621,7.204,61.3926,1368.01,1416.25,194.05,100,1,0.0347282,2.512,16.7876,189.805,1412.52,193.062,10.125,0,0.134856,7.204,34.7304,54.9142,1404.44,208.58,0.625,0,0.18967,7.204,37.4068,61.2541,1404.57,172.459,1.17056,0,0.149723,7.204,32.6968,60.5881,1406.51,182.803,1.24712,0,0.110575,7.204,33.907,183.763,1407.67,214.128,2.53133,
1,0.0349275,4.968,39.562,1558.1,1418.65,223.871,100,1,0.0349935,4.272,22.5813,194.513,1422.69,184.591,10.125,1,0.034883,1.84,8.34916,60.11,1397.85,134.287,0.625,0,0.244364,7.204,28.8372,59.9847,1404.52,162.527,1.20301,0,0.0469115,7.204,38.1495,80.9723,1406.69,180.974,1.65505,0,0.222599,7.204,30.7334,157.631,1410.81,164.816,2.09015,
0,0.0746607,7.204,56.9309,1199.63,1417.55,173.852,100,0,0.193683,7.204,30.6666,147.169,1412.8,168.164,10.125,1,0.0347695,1.66,8.31921,55.0455,1396.67,151.609,0.625,0,0.064152,7.204,29.468,91.3002,1400.15,163.385,2.45652,0,0.110348,7.204,34.3417,75.3371,1413.99,160.018,1.5633,0,0.260505,7.204,29.4771,81.4758,1411.79,167.547,0.836957,
0,0.114815,7.204,62.0213,1432.98,1418.09,167.978,100,0,0.202483,7.204,31.4119,160.857,1408.88,192.862,10.125,1,0.0349559,1.416,4.98862,54.0973,1392.19,136.407,0.625,1,0.0349124,4.828,24.5747,90.145,1410.12,180.875,1.9128,0,0.0519808,7.204,32.6273,69.0454,1409.51,170.97,1.51694,0,0.130264,7.204,28.4672,64.3349,1401.74,140.617,0.711637,
0,0.101645,7.204,51.3703,1315.6,1418.83,198.653,100,0,0.139647,7.204,35.7388,137.579,1412.58,176.601,10.125,0,0.0883584,7.204,32.713,52.7641,1408.75,176.394,0.625,0,0.148786,7.204,29.5709,71.0525,1409.89,176.812,1.38523,0,0.0668883,7.204,30.8432,59.9475,1400.78,178.443,1.18159,0,0.131938,7.204,33.3607,117.332,1408.15,163.003,1.40633,
0,0.0514168,7.204,55.3966,1246.27,1415.7,193.64,100,0,0.225066,7.204,30.8816,144.649,1403.36,193.331,10.125,0,0.0690634,7.204,29.1246,51.5128,1401.46,180.701,0.625,0,0.276964,7.204,29.0192,60.5044,1403.26,177.312,1.19533,0,0.0850211,7.204,29.7146,65.1192,1409.16,195.345,1.31618,0,0.294843,7.204,31.8518,189.374,1423.94,187.073,2.71931,
0,0.0390807,7.204,49.2662,1078.23,1413.27,159.901,100,0,0.204019,7.204,30.6661,149.22,1421.37,159.235,10.125,1,0.034839,1.552,6.79785,52.2007,1412.01,165.345,0.625,0,0.0617754,7.204,35.5289,78.9554,1407.94,209.284,1.48993,0,0.299302,7.204,29.5144,65.7919,1408.77,187.467,1.42104,0,0.0699588,7.204,30.8383,122.644,1409.23,204.458,1.49041,
0,0.0795701,7.204,53.7562,1452.78,1416.83,200.513,100,0,0.130519,7.204,30.9609,151.704,1410.07,179.818,10.125,1,0.0346329,2.716,13.5107,50.9215,1417.11,157.82,0.625,0,0.134981,7.204,28.9212,66.1098,1409.87,150.087,1.27749,0,0.0443166,7.204,29.1274,55.1691,1409.33,181.009,1.16336,0,0.0857463,7.204,30.4033,107.806,1415.1,188.406,1.4124,
1,0.0349243,5.028,43.3266,1586.69,1418.47,225.511,100,1,0.0349931,6.312,32.0962,192.291,1413.5,198.425,10.125,0,0.178927,7.204,34.2038,58.6426,1408.81,163.988,0.625,0,0.107694,7.204,30.7931,68.9869,1405.48,158.545,1.21004,0,0.0381449,7.204,30.8392,58.1028,1409.64,176.808,1.2524,0,0.24351,7.204,31.2373,199.85,1404.5,159.338,3.01471,
1,0.0349115,5.46,41.8213,1300.54,1412.55,200.527,100,0,0.138911,7.204,32.9012,146.167,1408.96,194.706,10.125,0,0.1552,7.204,29.0117,48.7188,1407.85,178.408,0.625,1,0.034982,2.9,12.2051,63.0223,1401.19,196.735,1.13975,0,0.118712,7.204,34.6956,61.2836,1408.5,189.521,1.24185,0,0.17489,7.204,29.9193,100.454,1407.14,175.818,1.18223,
0,0.122677,7.204,53.4025,1435.46,1414.6,196.493,100,0,0.147813,7.204,33.0462,177.262,1406.96,172.319,10.125,1,0.0349456,2.256,11.9568,52.7092,1402.89,179,0.625,1,0.0347325,2.452,15.6944,93.0726,1402.4,188.095,1.87409,0,0.0812174,7.204,33.7731,67.8885,1407.85,222.813,1.25799,1,0.0348559,2.016,9.28814,216.935,1412.52,152.376,3.9769,
1,0.0349148,5.908,44.6405,1466.54,1423.33,208.347,100,1,0.0349103,2.932,14.9019,166.806,1411.67,205.921,10.125,1,0.0348469,2.956,15.3421,53.0645,1407.77,174.008,0.625,1,0.0348728,2.848,16.0851,103.177,1406.9,198.95,1.99495,1,0.034964,2.828,17.2845,77.5533,1412.55,183.147,1.42844,0,0.147213,7.204,34.4149,232.61,1406.99,196.744,3.43798,
0,0.115095,7.204,46.4391,1070.88,1411.34,172.279,100,0,0.0548632,7.204,34.0128,141.302,1410.84,169.085,10.125,0,0.229684,7.204,29.1659,52.6832,1408.05,174.579,0.625,0,0.137187,7.204,28.4759,61.2811,1402.64,138.861,1.23178,1,0.0349959,3.72,17.4703,87.0586,1398.18,186.754,1.71075,0,0.175062,7.204,34.2643,238.881,1404.06,189.611,3.18318,
1,0.0349779,5.612,39.0301,1302.93,1411.89,201.911,100,0,0.146824,7.204,38.7585,169.577,1418.04,187.708,10.125,0,0.0871535,7.204,32.3271,51.3539,1401.53,181.721,0.625,0,0.1326,7.204,29.3334,58.6677,1404.13,191.444,1.15953,0,0.254678,7.204,28.8161,55.9868,1402.97,160.415,1.18382,1,0.0349903,2.712,16.0996,150.199,1405.24,179.145,2.29438,
0,0.122152,7.204,49.3605,1218.5,1425.26,169.298,100,0,0.177118,7.204,33.5769,142.509,1409.13,147.468,10.125,0,0.138881,7.204,32.2428,53.2077,1407.64,167.671,0.625,0,0.238644,7.204,29.2812,62.0874,1400.68,185.286,1.17967,0,0.0925772,7.204,32.9757,66.1777,1405.52,193.608,1.21371,0,0.283226,7.204,30.8026,163.264,1409.64,171.622,1.77877,
1,0.0349332,4.98,35.5813,1259.74,1414.54,203.553,100,0,0.247326,7.204,31.0261,153.334,1407.17,185.108,10.125,1,0.0349828,2.148,8.58377,53.1386,1400.31,179.174,0.625,1,0.0349514,4.604,22.8479,67.6326,1404.78,210.215,1.24432,0,0.108089,7.204,29.8475,74.2284,1402.93,191.589,1.60422,0,0.176594,7.204,35.2571,195.711,1411.08,181.299,2.75064,
0,0.0896926,7.204,47.2029,1109.57,1419.36,170.024,100,0,0.321057,7.204,30.7284,138.655,1409.72,187.566,10.125,0,0.112205,7.204,32.541,51.1212,1403.87,181.89,0.625,0,0.254771,7.204,28.6889,61.3651,1403.13,152.358,1.1883,0,0.11424,7.204,29.473,57.6004,1404.13,194.772,1.14418,0,0.295512,7.204,30.0065,140.568,1409.64,148.891,1.56841,
0,0.0381104,7.204,50.4366,1278.06,1417.98,188.343,100,1,0.0349315,2.396,10.9586,164.841,1404.03,179.452,10.125,0,0.0689354,7.204,29.5858,55.0679,1402.94,200.103,0.625,1,0.0349962,6.44,29.8403,74.001,1405.13,193.857,1.31087,0,0.0610469,7.204,32.6458,60.0613,1401.84,185.241,1.24025,1,0.0348999,2.276,11.0468,128.963,1409.47,228.466,1.97609,
1,0.034889,4.94,37.5911,1474.41,1419.17,151.814,100,1,0.0349499,4.724,27.6283,181.585,1409.41,180.792,10.125,0,0.0976357,7.204,32.8226,54.3799,1402.69,194.962,0.625,0,0.200737,7.204,30.6135,74.3966,1407.03,141.19,1.27574,1,0.0346802,1.952,7.0536,80.3942,1414.86,183.516,1.53125,0,0.0931401,7.204,36.5153,160.327,1421.62,158.167,2.32481,
0,0.111915,7.204,49.0021,1183.67,1420.2,198.967,100,0,0.342036,7.204,34.2847,136.866,1408.86,193.601,10.125,0,0.146839,7.204,31.2441,50.1193,1403.27,207.966,0.625,0,0.272104,7.204,29.3206,67.4916,1411.39,176.315,1.23753,0,0.11935,7.204,31.2858,57.9484,1408.88,200.967,1.15441,0,0.279019,7.204,30.9635,156.746,1412.51,181.123,2.07161,
1,0.0349916,5.508,39.8893,1371.47,1412.31,196.095,100,1,0.0349787,3.916,22.4726,189.331,1415.81,195.745,10.125,1,0.0349491,2.836,14.0293,64.4059,1408.56,187.419,0.625,0,0.135072,7.204,29.5988,60.9563,1406.08,194.791,1.13683,1,0.0349674,2.2,10.6626,83.1866,1410.2,205.439,1.46848,0,0.1827,7.204,33.4292,284.045,1417.95,178.951,4.17199,
0,0.145316,7.204,49.8687,1221.7,1417.9,208.423,100,0,0.279607,7.204,31.1771,163.211,1412.1,181.405,10.125,0,0.376014,7.204,30.5475,50.3954,1410.39,172.549,0.625,0,0.253856,7.204,29.2316,61.9361,1409.22,181.191,1.18478,0,0.15186,7.204,29.8749,62.4344,1407.74,208.026,1.2062,0,0.283449,7.204,29.67,95.9365,1420.43,156.189,1.01471,
0,0.0649377,7.204,55.0974,1511.64,1416.77,222.869,100,0,0.171447,7.204,31.7706,159.154,1406.47,220.231,10.125,0,0.140748,7.204,29.6816,51.3687,1398.63,213.204,0.625,1,0.0349653,2.352,8.77554,82.5542,1400.59,184.715,1.5,0,0.118856,7.204,31.6976,67.0129,1407.13,209.224,1.29843,0,0.268748,7.204,30.1308,165.952,1400.65,134.332,2.27621,
1,0.0349955,6.412,45.3825,1337.37,1416.57,187.899,100,0,0.188625,7.204,34.0778,178,1422.37,210.651,10.125,0,0.111583,7.204,29.139,49.8815,1402.81,189.026,0.625,0,0.074655,7.204,38.4297,83.3946,1410.37,189.982,1.68718,0,0.226697,7.204,28.9641,70.9609,1404.49,154.232,1.45972,0,0.156048,7.204,32.9081,164.836,1411.18,174.418,2.46803,
0,0.0772634,7.204,52.0217,1331.11,1415.85,223.635,100,0,0.128662,7.204,31.2201,164.422,1409.02,183.37,10.125,1,0.0347929,1.74,8.51333,57.0839,1416.45,150.985,0.625,0,0.0484039,7.204,32.2661,85.5005,1418.61,208.481,1.72554,0,0.168382,7.204,28.6943,61.6491,1400.6,148.8,1.16848,1,0.0348788,1.676,7.03701,117.597,1406.71,154.816,1.7038,
0,0.122955,7.204,50.2128,1267.09,1420.28,189.733,100,0,0.109606,7.204,31.814,138.271,1405.54,154.409,10.125,0,0.175878,7.204,30.7841,52.4933,1408.81,178.366,0.625,0,0.252842,7.204,29.2288,61.8836,1409.45,178.846,1.23785,0,0.152554,7.204,29.58,63.3526,1406.11,194.03,1.20109,0,0.271916,7.204,33.105,175.745,1411.05,176.358,2.55275,
0,0.0649934,7.204,46.9577,1088.91,1420.34,174.989,100,0,0.172152,7.204,31.3357,124.836,1405.96,145.001,10.125,0,0.290827,7.204,29.335,50.8031,1417.96,181.68,0.625,0,0.0608296,7.204,29.6751,69.286,1406.84,193.48,1.20556,0,0.242032,7.204,28.8474,62.4725,1409.71,154.06,1.26503,0,0.185817,7.204,29.4028,90.0576,1409.4,160.738,1.18414,
0,0.187852,7.204,46.8437,1091.94,1416.77,166.978,100,0,0.201566,7.204,30.4846,141.083,1413.46,165.26,10.125,0,0.214675,7.204,31.4546,50.6814,1406.92,215.37,0.625,0,0.177397,7.204,30.5658,71.95,1402.53,148.999,1.457,0,0.161748,7.204,28.7432,62.1375,1404.99,156.559,1.35806,0,0.174078,7.204,30.7882,125.758,1423.47,185.451,1.52685,
0,0.0867471,7.204,53.156,1131.38,1413.26,166.588,100,0,0.198462,7.204,31.1449,166.241,1407.18,177.55,10.125,0,0.146584,7.204,30.4175,49.5844,1405.35,166.185,0.625,0,0.15551,7.204,29.6927,64.3211,1406.61,195.345,1.18734,0,0.0989099,7.204,29.3327,57.1583,1404.62,190.446,1.20045,0,0.194682,7.204,31.1395,142.689,1419.62,190.072,1.77941,
0,0.038126,7.204,51.5573,1325.95,1420.43,200.997,100,0,0.0670109,7.204,30.1048,144.198,1407.2,147.78,10.125,0,0.180398,7.204,28.7213,47.5996,1406.95,167.666,0.625,0,0.081897,7.204,29.3223,67.6061,1402.33,182.096,1.28581,0,0.258447,7.204,28.8976,64.8761,1420.62,145.371,1.29731,0,0.0964496,7.204,30.8971,89.2848,1403.43,151.915,1.19597,
0,0.0743383,7.204,52.9101,1423.9,1418.43,187.17,100,0,0.181977,7.204,30.7925,163.319,1411.92,162.522,10.125,0,0.0861868,7.204,32.5756,51.6255,1406.33,189.562,0.625,0,0.242712,7.204,28.3691,57.755,1401.27,140.128,1.16528,0,0.130944,7.204,29.3343,62.0131,1405.14,186.587,1.20876,0,0.248188,7.204,29.507,96.3458,1408.52,155.63,1.15665,
0,0.0720163,7.204,51.2769,1335.73,1415.81,179.394,100,0,0.155607,7.204,32.5238,152.411,1405,178.334,10.125,1,0.0349162,2.744,10.1077,52.6073,1407.82,150.417,0.625,0,0.143272,7.204,29.7004,70.2331,1414.12,179.143,1.3977,0,0.126078,7.204,32.2444,59.2971,1398.85,173.11,1.20237,1,0.0349822,3.132,14.5224,161.9,1410.6,172.303,2.38276,
0,0.0796714,7.204,58.135,1515.18,1416.18,219.348,100,0,0.209588,7.204,30.3613,150.012,1404.06,156.891,10.125,0,0.184366,7.204,30.7195,53.3505,1414.86,160.421,0.625,0,0.1914,7.204,29.6601,85.4039,1410.94,169.891,1.77781,0,0.126271,7.204,37.6397,66.0836,1404.65,182.899,1.30611,1,0.0349165,3.052,16.4377,172.774,1415.79,152.901,3.17391,
1,0.034869,5.148,38.9037,1540.91,1411.86,202.556,100,0,0.0954548,7.204,31.7364,178.525,1412.22,194.435,10.125,0,0.294138,7.204,29.0856,50.9582,1407,181.38,0.625,0,0.200789,7.204,28.7213,64.2911,1397.9,157.827,1.22666,0,0.204575,7.204,31.0146,61.4262,1404.12,179.404,1.24057,0,0.0694713,7.204,31.7847,184.416,1418.1,185.807,2.46867,
