baseline,baseline,baseline,baseline,baseline,SI5,SI5,SI5,SI5,SI5,SI20,SI20,SI20,SI20,SI20,SI1000,SI1000,SI1000,SI1000,SI1000,adapJerk_10,adapJerk_10,adapJerk_10,adapJerk_10,adapJerk_10,IE_15,IE_15,IE_15,IE_15,IE_15,
6650.54,0.34905,100,2904.98,3,2842.03,0.381752,20.0357,640.799,3,1220.48,0.33935,5.03571,172.443,3,1047.7,0.516895,0.142857,28.0463,3,1217.33,0.345595,2.05635,79.0207,3,1822.02,0.398096,1.69048,129.5,4,
10454.2,0.22112,100,3143.66,3,3156.74,0.244705,20.0357,646.99,4,1266.07,0.108093,5.03571,187.577,3,919.825,0.210428,0.142857,18.2695,3,1525.04,0.269358,2.03651,82.794,4,869.38,0,1.47619,100.776,3,
6891.73,0.192813,100,3015.95,3,2076.47,0.22004,20.0357,615.174,3,1207.88,0.216571,5.03571,161.506,3,942.308,0.137764,0.142857,19.722,3,997.769,0.186175,2.0381,79.516,3,1006.59,0.187483,1.20952,77.2375,3,
11163.1,0.472872,100,3380.11,3,2235.84,0.257133,20.0357,675.427,3,2542.48,0.587102,5.03571,179.312,5,927.97,0.0874444,0.142857,21.144,3,1995.6,0.290041,2.0631,97.8783,5,1223.28,0.25791,2.15,161.932,3,
11584.5,0.203524,100,3445.81,4,2415.86,0.173477,20.0357,708.641,3,1177.92,0.161913,5.03571,187.111,3,890.183,0.150374,0.142857,18.1795,3,1171.79,0.15238,2.03571,85.1675,3,1160.28,0.146792,2.3,141.204,3,
16018.9,0.881252,100,2890.13,5,5768.96,0.867901,20.0357,629.688,6,2965.16,0.845212,5.03571,183.484,6,1544.15,0.725328,0.142857,19.2308,5,2058.98,0.724428,2.05905,88.8494,5,1612.68,0.725345,1.04405,70.2943,4,
7473.5,0.0796376,100,3297.34,3,3123.34,0.416421,20.0357,685.186,3,1014.03,0,5.03571,195.123,3,1062.63,0.247615,0.142857,25.4007,3,1295.71,0.414749,2.04444,87.569,3,1399.57,0.394444,1.73651,120.104,3,
6792.77,0.164173,100,2959.33,3,3126.83,0.246596,20.0357,623.778,4,1765.64,0.328243,5.03571,170.588,4,876.878,0.022519,0.142857,17.75,3,1078.75,0.373337,2.03929,73.2025,3,1510.44,0.176873,2.56825,173.055,3,
20971.2,0.78759,100,3166.22,6,2822.4,0.410866,20.0357,629.304,3,1862.75,0.4112,5.03571,168.492,4,1369.93,0.473051,0.142857,21.6642,4,1672.27,0.439895,2.05595,87.902,4,861.675,0,1.37619,93.579,3,
10187.8,0.18158,100,3064.82,3,1383.4,0,20.0357,579.374,3,1539.17,0.330018,5.03571,188.796,3,747.114,0,0.142857,20.243,3,1221,0.303205,2.05794,82.1617,3,1717.56,0.332692,1.525,110.244,4,
3817.04,0,100,3043.74,3,2940.07,0.483234,20.0357,652.037,3,1803.37,0.304459,5.03571,187.631,4,776.072,0,0.142857,22.542,3,1037.06,0.112956,2.03929,70.8955,3,1065.67,0.160813,1.82619,123.092,3,
7337.33,0.259478,100,3226.2,3,3226.8,0.27719,20.0357,660.948,4,1207.28,0.296446,5.03571,187.573,3,877.901,0.202869,0.142857,24.007,3,995.717,0.258692,2.03571,86.824,3,1173.02,0.256651,2.31429,159.279,3,
6979.32,0.213765,100,3058.8,3,2141.33,0.210751,20.0357,634.941,3,1302.81,0.246706,5.03571,168.045,3,873.738,0.230123,0.142857,17.2595,3,997.681,0.225133,2.03571,74.945,3,1118.41,0.24113,1.74524,112.668,3,
8312.81,0.0767206,100,3693.42,3,2475.37,0.0872175,20.0357,773.738,3,1374.02,0.112482,5.03571,196.122,3,1120,0.0303564,0.142857,22.543,3,1106.34,0.10029,2.03929,91.377,3,1953.29,0.13253,3.45397,202.551,4,
10505,0.322705,100,3159.67,3,3177.94,0.454963,20.0357,711.145,3,956.656,0,5.03571,198.66,3,1025.84,0.174871,0.142857,19.9575,3,1024.06,0.0998145,2.03571,83.03,3,1118.49,0.0640515,2.16429,151.265,3,
11187.3,0.265368,100,3337.32,4,2267.81,0.139757,20.0357,688.694,3,1238.86,0.107775,5.03571,185.265,3,944.611,0.187047,0.142857,20.694,3,1082.9,0.149955,2.03571,80.664,3,1712.17,0.100104,2.5127,160.298,4,
10834.4,0.247587,100,3284.96,3,2989.69,0.263262,20.0357,673.997,3,1599.59,0.304568,5.03571,183.403,3,1122.29,0.33536,0.142857,20.5897,3,1263.46,0.349071,2.04286,92.3687,3,1672.6,0.400912,1.20833,94.6568,4,
13943.4,0.278465,100,3159.39,4,1492.4,0,20.0357,662.778,3,1772.62,0.201511,5.03571,178.327,4,895.152,0.184562,0.142857,19.477,3,1487.96,0.16562,2.07302,95.6063,4,952.793,0,1.59048,99.22,3,
11210.6,0.538283,100,3404.98,3,2236.63,0.44968,20.0357,720.5,3,1591.01,0.430149,5.03571,193.402,3,962.403,0.313647,0.142857,21.1265,3,1254.4,0.43269,2.05873,87.9327,3,1396.8,0.343503,1.97143,142.292,3,
10924.3,0.311158,100,3288,3,4413.62,0.427534,20.0357,695.9,5,994.828,0,5.03571,200.912,3,1357.6,0.0891809,0.142857,25.7373,4,1546.87,0.168408,2.04127,87.089,4,1331.86,0.0713064,2.90476,181.776,3,
8483.18,0.32502,100,3800.64,3,1576.36,0,20.0357,794.333,3,1029.42,0.00126368,5.03571,212.437,3,770.516,0,0.142857,28.709,3,866.226,0.00071643,2.04048,97.973,3,1613.5,0.788782,2.23175,157.492,4,
10960.3,0.386561,100,3297.41,3,3012.55,0.43449,20.0357,674.434,3,1732.37,0.289035,5.03571,171.449,4,908.898,0.29393,0.142857,21.7175,3,980.787,0.245416,2.03571,71.974,3,1137.4,0.178343,1.60952,103.632,3,
10918.1,0.185456,100,3308.11,3,3101.6,0.250868,20.0357,681.783,3,1206.88,0.183067,5.03571,182.553,3,913.344,0.236934,0.142857,18.039,3,1227.67,0.236635,2.0627,94.8027,3,1072.45,0.227122,1.21905,97.577,3,
11215,0.392601,100,3396.82,3,2205.17,0.130107,20.0357,659.371,3,2081,0.441952,5.03571,196.737,4,1663.96,0.473492,0.142857,22.4688,5,854.777,0,2.03571,80.836,3,1332.43,0.435029,2.0873,144.359,3,
23043,0.629033,100,3524.09,6,2138.59,0.114721,20.0357,634.422,3,1209.45,0.1165,5.03571,185.204,3,1581.2,0.554559,0.142857,19.0022,5,1888.16,0.510852,2.25595,113.151,4,2604.63,0.526157,2.49048,179.429,5,
7091.73,0.18437,100,3119.13,3,3093.48,0.361293,20.0357,676.518,3,1612.42,0.462714,5.03571,203.37,3,884.26,0.199583,0.142857,20.451,3,1041.67,0.145231,2.03571,77.4435,3,1416.98,0.32472,2.33016,150.437,3,
11697.6,0.30207,100,3519.05,3,3259.59,0.411425,20.0357,716.931,3,1261.22,0.125378,5.03571,180.104,3,995.926,0.256005,0.142857,21.191,3,1443.72,0.124983,2.04444,89.6357,4,1818.64,0.104538,3.42381,195.23,4,
7381.81,0.0206533,100,3225.1,3,1515.9,0,20.0357,654.503,3,1280.08,0.0208131,5.03571,180.432,3,1629.03,0.28036,0.142857,20.4023,5,1288.9,0.223275,2.18175,99.454,3,955.758,0,2.46667,164.159,3,
7181.19,0.317984,100,3164.38,3,4069.82,0.439654,20.0357,702.937,4,1481.31,0.370451,5.03571,174.234,3,943.279,0.499556,0.142857,22.254,3,1428.53,0.423899,2.0381,84.9247,4,1096.35,0.251165,1.79048,116.463,3,
10847,0.249229,100,3180.83,4,2037.55,0.169802,20.0357,605.276,3,1152.49,0.15893,5.03571,168.557,3,974.323,0.116864,0.142857,18.8155,3,1138.5,0.14,2.04524,80.1305,3,1339.3,0.318909,1.48889,120.158,3,
12732.3,0.639594,100,2879.85,4,4755.9,0.570562,20.0357,600.822,6,1705.11,0.487918,5.03571,171.659,3,828.316,0.211374,0.142857,16.84,3,1577.09,0.612792,2.05238,81.5807,4,1084.83,0.557805,0.953968,76.802,3,
7563.54,0.162185,100,3307.46,3,2301.26,0.154699,20.0357,680.383,3,1332.92,0.105294,5.03571,202.176,3,1092.89,0.165455,0.142857,21.283,3,1501.18,0.243785,2.04524,90.7143,4,2030.13,0.225363,4.53333,254.132,4,
3974.07,0,100,3200.27,3,3281.68,0.372468,20.0357,763.107,3,1234.83,0.042492,5.03571,191.31,3,1042.88,0.35973,0.142857,19.1693,3,809.565,0,2.03571,81.343,3,2064.4,0.281009,1.76667,125.437,5,
11096.1,0.494298,100,3279.39,4,3269.76,0.364877,20.0357,665.053,4,1767.06,0.236955,5.03571,181.588,4,878.955,0,0.142857,17.192,3,1666.93,0.521565,2.09286,87.2153,4,1171.22,0.22676,2.57381,170.714,3,
11334.7,0.190623,100,3366.45,4,4516.5,0.319107,20.0357,707.023,5,1171.79,0.0345172,5.03571,179.576,3,978.432,0.128944,0.142857,22.892,3,1294.99,0.351171,2.0381,83.7627,3,876.114,0,1.69524,115.849,3,
21284.4,0.704479,100,3223.79,6,5157.88,0.6535,20.0357,715.579,5,1924.23,0.460247,5.03571,177.164,4,1658.36,0.569072,0.142857,19.4636,5,1656.12,0.402959,2.05893,79.145,4,2552.13,0.736053,1.80635,116.378,6,
11154.9,0.382,100,3354.16,3,3122.13,0.121848,20.0357,700.097,3,988.07,0,5.03571,185.63,3,1016.84,0.285972,0.142857,23.819,3,899.364,0,2.03571,94.846,3,1500.99,0.292573,2.99683,195.698,3,
11491.7,0.346132,100,3445.69,3,2308.64,0.327048,20.0357,708.833,3,1267.61,0.29244,5.03571,202.873,3,1058.36,0.359536,0.142857,24.9343,3,1145.98,0.422699,2.13095,97.279,3,1273.13,0.402421,3.10476,176.011,3,
7322.53,0.106379,100,3240.91,3,2329.12,0.144127,20.0357,681.828,3,1276.21,0.140573,5.03571,187.036,3,1096.32,0.076281,0.142857,22.624,3,1242.45,0.305218,2.03571,85.563,3,1643.2,0.214896,2.18571,135.73,4,
14849.7,0.450079,100,3400.94,4,2942.18,0.538776,20.0357,664.782,3,2093.22,0.517044,5.03571,195.822,4,1185.89,0.536113,0.142857,20.058,3,1083.37,0.343424,2.03571,89.6185,3,1375.44,0.493025,1.59365,112.893,3,
3842.99,0,100,3094.06,3,3059.52,0.274042,20.0357,658.896,3,1813.26,0.185446,5.03571,186.234,4,896.949,0.0970569,0.142857,18.8555,3,1293.89,0.207996,2.06746,90.6753,3,1900.08,0.195101,3.57937,204.402,4,
7830.51,0.22608,100,3462.52,3,2380.76,0.194856,20.0357,749.661,3,363.388,1,5.03571,180.419,1,920.061,0.191444,0.142857,23.0495,3,1043.16,0.235101,2.03571,81.206,3,1065.42,0.231821,1.14524,84.4795,3,
21871.7,0.588374,100,3289.99,7,4048.23,0.5137,20.0357,691.416,4,1555.21,0.43173,5.03571,181.823,3,1728.05,0.645989,0.142857,24.1472,5,1633.91,0.551084,2.05357,80.6497,4,1776.76,0.648891,1.75952,123.791,4,
11032,0.364201,100,3318.19,3,2289.9,0.111975,20.0357,719.395,3,1248.82,0.12606,5.03571,185.382,3,921.415,0.147712,0.142857,18.731,3,1055.62,0.11255,2.0369,83.025,3,1173.88,0.0959524,2.4119,147.464,3,
11747.1,0.297717,100,3555.96,3,3138.67,0.0748962,20.0357,703.024,3,1040.54,0,5.03571,227.364,3,971.766,0.121421,0.142857,18.781,3,1445.47,0.254968,2.06111,90.023,4,1894.31,0.228478,3.25238,217.635,4,
14518.2,0.308664,100,3215.59,5,4170.79,0.560818,20.0357,695.683,4,1707.15,0.379668,5.03571,176.028,4,901.431,0.104309,0.142857,19.767,3,1274.04,0.337518,2.04841,80.9407,3,960.804,0.13872,1.37143,75.4195,3,
7071.69,0.36882,100,3082.42,3,2072.27,0.310075,20.0357,614.007,3,1182.42,0.30191,5.03571,173.537,3,934.515,0.316946,0.142857,19.3865,3,1001.85,0.303102,2.0369,79.194,3,1007.87,0.306688,1.68095,106.072,3,
7105.21,0.2194,100,3119.42,3,2320.66,0.215763,20.0357,699.714,3,1332.8,0.22275,5.03571,190.977,3,832.247,0,0.142857,18.518,3,1041.21,0.209875,2.0369,84.5875,3,1106.18,0.329164,1.54524,102.161,3,
11941.8,0.578737,100,3636.09,3,5359.73,0.652822,20.0357,739.406,5,1343.7,0.499043,5.03571,216.703,3,1054.85,0.497456,0.142857,20.065,3,1678.69,0.608126,2.06131,88.7877,4,1274.46,0.491136,1.35079,104.185,3,
7540.53,0.338287,100,3324.64,3,2271.17,0.320718,20.0357,682.526,3,1322.61,0.253575,5.03571,194.987,3,972.964,0.269383,0.142857,24.4875,3,1064.39,0.257218,2.03571,94.1505,3,1204.53,0.258831,1.90476,138.362,3,
17792.5,0.569718,100,3236.59,5,3357.96,0.244003,20.0357,697.565,4,1805.22,0.40126,5.03571,177.767,4,931.699,0.0249818,0.142857,19.2295,3,1926.17,0.390872,2.0619,85.9425,5,841.61,0,0.895238,62.215,3,
12021.1,0.236411,100,3545.49,4,2343.5,0.131512,20.0357,717.105,3,1245.18,0.128459,5.03571,196.335,3,1229.04,0.205966,0.142857,24.1007,4,1084.99,0.139254,2.03571,97.041,3,1278.96,0.125197,2.22619,145.601,3,
7477.52,0.374548,100,3309.1,3,2319.89,0.411042,20.0357,729.451,3,1286.38,0.381985,5.03571,193.641,3,1208.29,0.207943,0.142857,27.378,4,1045.85,0.323301,2.03571,91.666,3,1091.39,0.328819,1.63571,101.307,3,
7498.62,0.206487,100,3294.26,3,3371.93,0.253613,20.0357,695.715,4,1779.45,0.305074,5.03571,188.629,4,1299.97,0.268011,0.142857,19.714,4,1299.82,0.464596,2.1746,98.2413,3,1399.49,0.184608,3.35952,229.625,3,
7224.76,0.321476,100,3198.07,3,3049.62,0.205562,20.0357,689.049,3,1809.86,0.157983,5.03571,187.337,4,1213.32,0.334859,0.142857,21.9793,4,1043.95,0.191503,2.04048,90.0555,3,1989.59,0.456548,2.74286,167.929,4,
10954.2,0.495719,100,3313.45,3,3956.95,0.538558,20.0357,683.044,4,1474.74,0.538807,5.03571,177.018,3,1454.95,0.536311,0.142857,21.671,4,1701.37,0.51972,2.07321,93.0255,4,933.822,0,1.33333,84.676,3,
17149.5,0.482424,100,3069,6,6161.77,0.737083,20.0357,697.833,6,2029.81,0.652048,5.03571,180.072,4,1180.72,0.547259,0.142857,21.597,3,1663.98,0.679981,2.0744,86.846,4,1794.04,0.721261,1.93571,142.707,4,
6790.64,0.216129,100,2961.32,3,2117.65,0.228348,20.0357,612.876,3,1161.86,0.225639,5.03571,159.693,3,964.793,0.201525,0.142857,19.7325,3,1007.4,0.209461,2.03571,89.724,3,1148.98,0.22526,2.08571,130.694,3,
6974.59,0.0432167,100,3069.51,3,2976.84,0.16765,20.0357,660.474,3,1715.59,0.070801,5.03571,184.676,4,854.893,0,0.142857,24.035,3,1036.94,0.093119,2.03571,96.963,3,1464.67,0.182219,2.62698,168.71,3,
13954.6,0.636056,100,3181.52,4,2896.74,0.583386,20.0357,665.232,3,1433.47,0.525306,5.03571,178.246,3,1102.14,0.59553,0.142857,21.601,3,1217.12,0.584811,2.0381,94.6517,3,1265.58,0.507226,1.55556,101.02,3,
4034.28,0,100,3193.94,3,3515.32,0.0717259,20.0357,728.284,4,1587.61,0.241773,5.03571,192.934,3,926.774,0.00101602,0.142857,18.606,3,1578.02,0.0774576,2.08333,107.095,4,893.864,0,2.21429,114.056,3,
13506.5,0.419689,100,3042.64,4,3046.37,0.382926,20.0357,633.243,3,1416.91,0.154748,5.03571,192.805,3,929.596,0.316391,0.142857,16.3725,3,1238.29,0.423451,2.03968,85.6807,3,2086.24,0.469253,1.27714,99.341,5,
11836.1,0.322483,100,3532.89,4,3026.07,0.173829,20.0357,679.075,3,1192,0.305037,5.03571,183.865,3,1144.96,0.238941,0.142857,24.839,3,1302.2,0.304534,2.0373,101.666,3,1221.6,0.255915,1.86429,137.995,3,
7537.93,0.264764,100,3346.66,3,2315.87,0.27023,20.0357,696.508,3,1596.65,0.363808,5.03571,207.751,3,1022.53,0.166596,0.142857,20.6317,3,1514.48,0.34385,2.04365,78.6483,4,1645.35,0.334932,2.38095,155.764,4,
10706,0.390381,100,3229.31,3,3045.22,0.4397,20.0357,679.387,3,940.298,0,5.03571,196.262,3,951.023,0.0821451,0.142857,18.1075,3,1315,0.420654,2.0373,81.8877,3,1249,0.398834,1.61905,105.239,3,
7409.69,0.595926,100,3264.09,3,2188.86,0.374224,20.0357,654.491,3,994.051,0,5.03571,200.291,3,779.52,0,0.142857,20.362,3,784.088,0,2.03571,86.799,3,1295.25,0.404128,5.11667,253.629,3,
3921.42,0,100,3123.83,3,2297.99,0.073538,20.0357,699.234,3,1327.41,0.0788506,5.03571,188.96,3,984.356,0.0379063,0.142857,18.658,3,1000.12,0.0797286,2.03571,86.754,3,1153.86,0.0523051,1.9,116.491,3,
10569.6,0.52116,100,3203.25,3,2255.08,0.130249,20.0357,677.109,3,1995.8,0.518343,5.03571,180.762,4,1039.58,0.455662,0.142857,24.2813,3,1244.86,0.471343,2.05238,84.272,3,1849.92,0.513357,2.02262,141.673,4,
4034.4,0,100,3185.07,3,3130.88,0.410599,20.0357,715.479,3,1575.33,0.270324,5.03571,191.423,3,1102.74,0.404711,0.142857,26.916,3,985.935,0.0322901,2.03571,94.06,2,1260.18,0.313047,1.68095,112.696,3,
3672.03,0,100,2896.46,3,2079.36,0.107049,20.0357,612.231,3,1288.65,0.0899567,5.03571,181.578,3,932.221,0.165185,0.142857,21.5975,3,1500.77,0.111114,2.04127,82.966,4,1101.24,0.102376,1.68095,116.292,3,
10144.9,0.361651,100,3065.04,3,2919.32,0.341356,20.0357,651.507,3,1413.16,0.358289,5.03571,175.123,3,1115.68,0.327379,0.142857,20.327,3,1024.06,0.276513,2.05714,77.279,3,1290.75,0.526046,2.15873,136.799,3,
10324.7,0.501967,100,3083.52,3,5265.69,0.712903,20.0357,726.775,5,2019.73,0.492388,5.03571,193.544,4,2054.28,0.568963,0.142857,20.803,6,2002.66,0.536934,2.05524,95.2186,5,1361.64,0.488995,1.33968,117.941,3,
3735.02,0,100,2935.97,3,3010.93,0.526698,20.0357,666.611,3,1242.62,0.189697,5.03571,176.002,3,1426.49,0.628962,0.142857,18.912,4,971.973,0.186088,2.03571,86.1645,3,1121.54,0.189243,1.90714,116.767,3,
7450.48,0.118819,100,3275.05,3,2149.21,0.0757315,20.0357,657.276,3,1514.4,0.287721,5.03571,189.234,3,1129.28,0.255434,0.142857,19.295,3,1214.5,0.28147,2.04286,81.8817,3,1208.93,0.100022,2.38333,146.557,3,
7498.08,0.196922,100,3331.17,3,2374.59,0.221328,20.0357,707.531,3,1226.99,0.186219,5.03571,176.876,3,942.354,0.176889,0.142857,18.8915,3,1045.55,0.182565,2.03571,91.0525,3,1215.95,0.20678,2.93333,166.381,3,
10314.3,0.226117,100,3084.94,3,2178.68,0.170981,20.0357,659.781,3,1280.32,0.187727,5.03571,183.214,3,910.55,0.240331,0.142857,24.043,3,1012.37,0.194351,2.03571,80.591,3,1244.67,0.259452,3.18095,186.392,3,
11363.8,0.176758,100,3428.1,3,2612.93,6.90389e-05,20.0357,672.426,3,2345.38,0.246667,5.03571,181.389,5,802.903,0,0.142857,18.521,3,1617.79,0.48993,2.37222,111.512,4,1377.65,0.161905,3.97143,224.812,3,
7453.07,0.0102713,100,3272.33,3,2257.69,0.218095,20.0357,661.956,3,1328.27,0.0855297,5.03571,188.773,3,951.957,0.15819,0.142857,25.091,3,1676.83,0.160412,2.05873,92.7537,4,1937.82,0.329022,5.03492,279.959,3,
3732.14,0,100,2923.39,3,2973.04,0.25401,20.0357,664.565,3,1985.89,0.360967,5.03571,185.096,4,1320.98,0.321878,0.142857,21.718,4,2017.02,0.32473,2.10857,87.2562,5,1355.24,0.318207,2.15873,139.042,3,
13692.3,0.494404,100,3089.7,4,2083.11,0.328233,20.0357,614.477,3,1455.55,0.39109,5.03571,170.249,3,749.383,0,0.142857,18.317,3,1595.28,0.398518,2.06548,85.1923,4,789.397,0,1.58571,99.313,3,
10265.4,0.399885,100,3122.5,3,1385.91,0,20.0357,636.364,3,1951.61,0.481939,5.03571,171.63,4,1022.15,0.385281,0.142857,24.8247,3,1375.89,0.440688,2.04206,87.1443,3,1231.06,0.461272,1.1127,78.515,3,
12500.3,0.586636,100,2807.68,4,2981.64,0.583668,20.0357,623.5,3,2032.76,0.659482,5.03571,193.961,4,899.944,0.535921,0.142857,18.2815,3,1144.06,0.558354,2.03968,81.9043,3,1064.73,0.553459,0.746032,56.3023,3,
7314.56,0.0509818,100,3237.33,3,3291.85,0.118717,20.0357,685.602,4,1251.66,0.0602984,5.03571,174,3,897.775,0.143612,0.142857,19.907,3,1481.9,0.127441,2.05476,94.3747,4,1714.31,0.319558,3.77937,222.977,3,
9629.53,0.580985,100,2900.64,3,5657.23,0.899243,20.0357,619.584,6,2483.79,0.770255,5.03571,171.926,5,1882.02,0.771559,0.142857,18.926,5,2057.4,0.703151,2.0681,82.2826,5,1169.64,0.570793,0.942857,66.9317,3,
