baseline,baseline,baseline,baseline,setInterval5,setInterval5,setInterval5,setInterval5,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive_jerk,adaptive accel,adaptive accel,adaptive accel,adaptive accel,iterative_error,iterative_error,iterative_error,iterative_error,
6.269,0.302631,2200,0.691282,4.16053,0.361786,441,0.218377,3.9992,0.456029,24,0.110487,4.0369,0.465562,25,0.112657,4.04956,0.371648,61,0.190229,
5.39364,0.75765,2200,0.679895,5.06492,0.753396,441,0.20697,4.00341,0.736104,26,0.104408,4.59715,0.767994,24,0.0954093,3.85514,0.765254,5,0.103321,
7.1478,0.607169,2200,0.679285,5.11208,0.617322,441,0.211235,5.01175,0.662738,29,0.11079,3.98188,0.665289,30,0.104919,3.94741,0.632714,4,0.0973022,
6.31043,0.324424,2200,0.679622,4.30257,0.390402,441,0.20471,3.87369,0.380254,29,0.112998,3.92895,0.36914,30,0.110042,4.05197,0.391033,17,0.121843,
4.72327,0.00488297,2200,0.653714,3.7677,0.00554429,441,0.217847,3.92955,0.782983,24,0.106843,4.00419,0.794372,26,0.101616,3.67882,0.00644806,24,0.138954,
4.78841,0.0917562,2200,0.67564,4.14312,0.08887,441,0.223123,3.92632,0.158081,25,0.111646,3.82148,0.0981525,24,0.109948,3.62909,0.135458,17,0.115035,
6.20511,0.496678,2200,0.667472,5.58681,0.654348,441,0.218609,4.81515,0.716221,25,0.106463,3.89049,0.65974,25,0.105777,5.45995,0.64278,105,0.22555,
7.07529,0.639387,2200,0.671411,3.99622,0.620987,441,0.209469,3.89312,0.681738,25,0.100291,3.94068,0.682006,26,0.113527,3.87432,0.674708,5,0.096601,
5.50991,0.875196,2200,0.697832,3.91805,0.829285,441,0.209824,3.5164,0.774046,107,0.125917,3.48882,0.856204,123,0.120645,6.71043,0.814272,240,0.402531,
7.0605,0.674556,2200,0.66832,5.30056,0.768707,441,0.215763,6.74475,0.802045,24,0.116532,6.88998,0.778017,28,0.11879,4.84098,0.552594,4,0.114736,
7.73677,0.0149419,2200,0.965263,6.39119,0.0237127,441,0.324879,6.07219,0.079338,23,0.172756,6.46459,0.0971934,24,0.174595,6.02291,0.0015394,3,0.163213,
5.70801,0.170584,2200,0.800809,3.94497,0.186214,441,0.21137,3.67397,0.227807,24,0.099785,3.65544,0.293271,25,0.0964563,4.54907,0.354449,4,0.0896773,
4.55658,0.00185467,2200,0.630183,3.66978,0.00526132,441,0.22574,3.83432,0.425806,27,0.104178,3.71989,0.385934,27,0.099723,3.85372,0.487915,25,0.120812,
6.16527,0.335265,2200,0.684388,4.34568,0.422007,441,0.219447,4.9612,0.34759,28,0.108127,3.84064,0.30084,28,0.10118,5.05958,0.560813,36,0.145858,
6.23539,0.3222,2200,0.683889,5.44467,0.362096,441,0.210564,3.96248,0.316036,25,0.10523,4.93421,0.468231,24,0.110896,4.60267,0.357784,128,0.27054,
6.30014,0.328861,2200,0.688539,4.33418,0.231298,441,0.213968,4.03476,0.276371,23,0.104614,3.94,0.277339,23,0.10515,4.14902,0.317712,65,0.175185,
9.66522,0.52308,2200,0.725013,6.59123,0.492877,441,0.211742,5.90987,0.496528,24,0.104706,4.95178,0.505831,24,0.0990998,4.49987,0.298969,97,0.231199,
7.90393,0.270097,2200,0.693785,4.27484,0.293589,441,0.200781,4.87798,0.35451,24,0.0999466,4.97186,0.384368,23,0.0995798,4.25536,0.343115,36,0.145959,
5.45743,0.374254,2200,0.697855,3.88987,0.419322,441,0.201126,4.67191,0.424162,23,0.104504,4.7631,0.418473,23,0.099393,4.88248,0.437067,31,0.131153,
6.44273,0.34418,2200,0.701192,4.50906,0.375961,441,0.219283,4.80766,0.389863,23,0.103392,3.95269,0.317965,23,0.108036,4.5076,0.453303,88,0.218605,
8.0485,0.323705,2200,0.714334,4.66885,0.292245,441,0.226601,6.22377,0.2638,25,0.160885,8.56351,0.380981,25,0.177684,7.72613,0.288273,92,0.399124,
10.2403,0.334024,2200,1.02804,9.11528,0.458471,441,0.288047,3.78628,0.299553,27,0.0988762,3.7615,0.32448,27,0.100881,4.1846,0.281388,69,0.177676,
7.90207,0.465159,2200,0.713492,5.34164,0.403511,441,0.202706,4.79173,0.473686,24,0.097294,4.84659,0.466181,24,0.102763,5.19444,0.42108,56,0.161259,
6.17965,0.37667,2200,0.684246,4.30349,0.380957,441,0.204432,3.91195,0.371948,25,0.100067,4.83573,0.411884,23,0.102842,4.1529,0.350198,55,0.164343,
6.44697,0.291015,2200,0.730349,4.38614,0.283311,441,0.222227,4.84835,0.321311,23,0.101016,3.95586,0.27335,24,0.0984495,4.33562,0.283702,58,0.18241,
6.47325,0.365416,2200,0.710959,5.66418,0.34681,441,0.217994,4.02644,0.328685,27,0.105644,3.93167,0.311915,24,0.105562,4.48754,0.329624,84,0.209332,
7.95017,0.352331,2200,0.70644,4.25993,0.388282,441,0.206123,3.89537,0.36,25,0.105065,4.99604,0.432869,26,0.106996,6.57682,0.489836,91,0.213183,
4.58569,0.0828815,2200,0.641894,4.73587,0.185565,441,0.203332,4.37065,0.197943,25,0.0992807,4.48158,0.197774,25,0.098272,3.56356,0.085491,30,0.135083,
5.33587,0.180736,2200,0.68584,3.94961,0.171877,441,0.221846,3.81096,0.196498,24,0.11159,3.70539,0.201023,24,0.104236,4.32739,0.170792,147,0.314304,
5.58514,0.656895,2200,0.680287,5.10449,0.571004,441,0.207172,4.06053,0.784337,28,0.110996,3.95754,0.787963,30,0.102116,5.03048,0.647102,14,0.115994,
6.97706,0.58986,2200,0.669763,4.39456,0.626549,441,0.204381,3.82304,0.630071,25,0.102439,3.85746,0.624983,24,0.10591,3.91486,0.632618,19,0.11968,
6.15914,0.518542,2200,0.680083,4.30328,0.509945,441,0.205073,3.81771,0.58759,23,0.097625,3.90169,0.543897,23,0.101182,6.00776,0.47585,113,0.31554,
11.3473,0.509078,2200,0.987643,6.88507,0.516332,441,0.330386,6.47056,0.426345,27,0.198,6.45966,0.434206,28,0.170722,5.88523,0.506887,9,0.167883,
5.25664,0.660238,2200,0.674186,3.92184,0.622381,441,0.206835,3.92712,0.681113,24,0.107034,3.70509,0.585361,23,0.0981597,4.63273,0.750535,10,0.106229,
7.79903,0.596213,2200,0.673216,4.4093,0.517215,441,0.213459,4.85988,0.670984,24,0.102958,3.89429,0.534037,25,0.100949,5.55604,0.685119,123,0.246827,
6.25892,0.375975,2200,0.680257,4.29214,0.356233,441,0.210392,3.85999,0.337437,24,0.101036,4.95615,0.418505,25,0.112605,4.02459,0.472855,12,0.111828,
5.38769,0.085608,2200,0.677212,4.07775,0.106224,441,0.208314,3.98373,0.266187,27,0.10502,3.59015,0.190157,27,0.100759,3.72996,0.0950795,15,0.107528,
5.29465,0.657879,2200,0.652391,5.05775,0.674697,441,0.210518,3.90056,0.705921,24,0.111359,3.67854,0.699872,25,0.0943207,3.81613,0.736104,13,0.107846,
5.4752,0.240041,2200,0.674678,4.31794,0.282845,441,0.209697,3.88788,0.278722,26,0.101508,4.70253,0.288483,25,0.104654,4.12485,0.214668,79,0.20424,
5.47044,0.821785,2200,0.662436,4.25704,0.852137,441,0.199594,3.95242,0.832347,24,0.100231,3.65953,0.142345,23,0.125172,3.90334,0.814591,17,0.115858,
6.26864,0.430441,2200,0.700092,5.64556,0.494183,441,0.21514,3.99382,0.507272,24,0.101542,3.97781,0.478795,23,0.100516,4.28485,0.47935,72,0.209766,
6.47508,0.25298,2200,0.708839,4.46878,0.304972,441,0.212279,4.04144,0.297193,24,0.105337,3.82414,0.306517,24,0.097335,4.38549,0.302117,87,0.218776,
6.34892,0.122663,2200,0.683861,5.54225,0.198462,441,0.218225,4.07857,0.183684,25,0.104729,4.95841,0.28279,24,0.100958,6.25401,0.250006,199,0.363811,
5.5196,0.310264,2200,0.67849,4.07454,0.331778,441,0.207048,4.84691,0.447452,25,0.104829,4.63446,0.460025,26,0.100195,4.77264,0.392993,19,0.119942,
6.05138,0.267424,2200,0.652386,4.27699,0.351998,441,0.20185,3.86767,0.362748,27,0.0991932,4.4884,0.356206,30,0.115415,8.3938,0.416964,33,0.246334,
8.5987,0.148254,2200,0.949121,6.80815,0.172726,441,0.315437,6.60749,0.182018,24,0.185197,6.47976,0.260421,25,0.190821,3.64795,0.162618,55,0.151207,
3.72488,0.0114066,2200,0.608929,3.9149,0.368402,441,0.192643,3.75817,0.832181,27,0.102315,3.8497,0.831944,27,0.10504,4.67746,0.393468,27,0.125943,
4.66715,0.0979685,2200,0.633742,3.9839,0.195777,441,0.196779,3.62717,0.249465,24,0.098797,3.68729,0.199391,24,0.095851,3.65535,0.344325,4,0.0971683,
6.36501,0.325947,2200,0.688528,5.50578,0.375599,441,0.208585,4.8876,0.475093,23,0.113062,4.76434,0.517576,23,0.103706,4.50504,0.454085,163,0.286076,
6.03007,0.295802,2200,0.668155,4.28518,0.352698,441,0.206482,3.79708,0.356478,23,0.100382,3.80052,0.311854,24,0.101997,4.50026,0.251026,144,0.271661,
6.07347,0.269914,2200,0.669746,4.26943,0.255623,441,0.205217,3.30024,0,25,0.095695,3.87154,0.302623,25,0.104078,5.58651,0.3165,122,0.241891,
6.13971,0.341313,2200,0.652662,5.58124,0.4133,441,0.217545,4.83566,0.481834,27,0.10341,5.02086,0.473753,30,0.102784,6.16671,0.582839,201,0.358127,
6.12776,0.314228,2200,0.679535,5.39739,0.336698,441,0.213855,4.83816,0.384024,23,0.102219,4.8173,0.326201,23,0.0972094,4.24249,0.331642,68,0.189899,
6.32462,0.334801,2200,0.707251,4.35581,0.333509,441,0.212139,3.94679,0.330694,25,0.106297,3.9589,0.337912,24,0.103452,4.1395,0.333343,41,0.146136,
9.75263,0.266114,2200,1.01124,7.47475,0.259974,441,0.333044,6.81365,0.359336,23,0.176369,6.79335,0.353378,24,0.171083,7.87062,0.2902,118,0.443699,
6.87178,0.423299,2200,0.821194,5.28314,0.456152,441,0.207643,4.78204,0.416314,26,0.103067,5.69566,0.469213,28,0.0990493,4.49323,0.295322,142,0.256969,
3.82975,0,2200,0.626756,3.45824,0,441,0.191643,4.78477,0.34062,24,0.100591,4.82436,0.394133,25,0.101401,3.45771,0,3,0.100643,
6.0032,0.745488,2200,0.647973,4.29793,0.869642,441,0.199151,4.86126,0.918504,24,0.103249,4.83224,0.920404,30,0.102961,8.12517,0.966868,47,0.148034,
6.25361,0.259297,2200,0.688121,4.47106,0.285812,441,0.205688,4.92773,0.302316,26,0.110978,3.80306,0.264441,25,0.103692,4.01532,0.300156,57,0.168505,
5.99911,0.081749,2200,0.643847,3.79903,0.0836932,441,0.201751,3.73858,0.127246,27,0.115635,3.4575,0.131106,29,0.101901,3.79693,0.225842,16,0.116263,
6.17982,0.168797,2200,0.668632,4.42128,0.242757,441,0.212619,5.93552,0.351533,27,0.109504,5.87583,0.258884,27,0.106166,4.8766,0.582802,19,0.116834,
4.60641,0.000248891,2200,0.680201,3.82961,0.0573818,441,0.203902,3.7787,0.0115241,31,0.107013,3.57849,0.00417612,68,0.112836,4.19906,0.000101384,238,0.399686,
6.25742,0.383234,2200,0.682436,5.26059,0.419489,441,0.204456,3.98986,0.374455,23,0.10378,4.94558,0.392298,23,0.105216,4.42476,0.385489,76,0.194651,
8.02059,0.327908,2200,0.698391,4.40637,0.320792,441,0.207898,4.03799,0.252404,25,0.108736,4.05645,0.240887,25,0.109877,4.04965,0.44416,25,0.119863,
7.04626,0.409623,2200,0.673616,5.81851,0.443164,441,0.271858,6.90586,0.431085,24,0.190383,8.54761,0.609619,25,0.171051,6.8927,0.456274,11,0.192997,
7.75829,0.00258337,2200,0.987751,4.53055,0.0100124,441,0.320859,3.74351,0.0962838,25,0.102048,3.73358,0.147362,24,0.100117,4.68638,0.17554,19,0.117433,
5.42364,0.383807,2200,0.654759,4.13001,0.433676,441,0.208287,5.66203,0.467404,25,0.100958,3.96749,0.488817,26,0.101083,4.31408,0.409463,80,0.202206,
7.91235,0.442217,2200,0.702857,5.53226,0.463601,441,0.220517,3.88021,0.41896,23,0.103782,4.91608,0.498027,23,0.100917,4.4622,0.416566,115,0.247803,
6.12632,0.417858,2200,0.663836,5.45411,0.427164,441,0.208407,4.82418,0.478194,27,0.105562,4.809,0.475879,30,0.101318,4.9653,0.459454,23,0.126995,
5.46776,0.613339,2200,0.645884,4.04061,0.672312,441,0.212028,3.75688,0.637517,23,0.101625,3.71493,0.634471,23,0.110229,4.68318,0.673441,12,0.111907,
6.17457,0.279628,2200,0.688637,4.37793,0.428594,441,0.21731,4.88726,0.542525,28,0.103832,3.97456,0.40898,25,0.102011,4.22228,0.408167,62,0.184541,
6.90681,0.425586,2200,0.662223,5.13873,0.429674,441,0.21377,4.75274,0.428023,27,0.100927,4.74517,0.428028,28,0.107014,4.79942,0.415013,30,0.127961,
5.50647,0.389756,2200,0.683001,4.09837,0.350203,441,0.219392,3.76254,0.342969,27,0.0980517,3.74753,0.38387,28,0.103647,3.77672,0.385432,7,0.104584,
6.3848,0.412833,2200,0.700845,6.42474,0.495014,441,0.212616,3.89785,0.567163,24,0.0997635,4.02269,0.50604,27,0.100477,4.68153,0.477582,133,0.27194,
6.37104,0.129817,2200,0.685434,4.48988,0.185916,441,0.208235,4.03723,0.137557,25,0.10458,4.90519,0.34372,25,0.0958832,4.4411,0.210729,112,0.250137,
6.1908,0.673715,2200,0.663992,4.40042,0.728664,441,0.207192,3.74445,0.705192,29,0.104505,3.82184,0.703974,30,0.100718,4.05177,0.687886,27,0.131524,
6.23476,0.280881,2200,0.672091,7.70053,0.262089,441,0.28525,8.6919,0.285483,25,0.195061,10.2318,0.367781,26,0.183916,5.79981,0,3,0.159119,
9.67479,0.288455,2200,1.00371,4.2872,0.252998,441,0.206103,3.76142,0.350736,23,0.0984945,4.79921,0.476827,23,0.09869,5.7249,0.410433,156,0.280778,
10.2468,0.451105,2200,0.707462,4.2736,0.425294,441,0.207759,5.0049,0.643141,24,0.108807,4.85501,0.55517,27,0.10669,5.22949,0.609725,69,0.176903,
5.28142,0.150353,2200,0.637836,4.75557,0.186912,441,0.206323,3.60209,0.176388,25,0.094628,3.70099,0.169004,24,0.0976597,3.7168,0.202646,27,0.128284,
5.39358,0.0947673,2200,0.656626,3.95358,0.0872899,441,0.201432,3.61065,0.078304,26,0.103963,3.64176,0.0826955,26,0.105255,3.48006,0.0528996,6,0.094842,
